seq,status,latency_us,payload_bytes,leader_index,leader_retries,conflict_hints,quorum_source
1,ok,1036,38,1,0,0,ebpf
2,ok,877,38,2,0,0,ebpf
3,ok,615,38,3,0,0,ebpf
4,ok,541,38,4,0,0,ebpf
5,ok,384,38,5,0,0,ebpf
6,ok,363,38,6,0,0,ebpf
7,ok,452,38,7,0,0,ebpf
8,ok,277,38,8,0,0,ebpf
9,ok,249,38,9,0,0,ebpf
10,ok,242,39,10,0,0,ebpf
11,ok,209,39,11,0,0,ebpf
12,ok,217,39,12,0,0,ebpf
13,ok,234,39,13,0,0,ebpf
14,ok,262,39,14,0,0,ebpf
15,ok,214,39,15,0,0,ebpf
16,ok,210,39,16,0,0,ebpf
17,ok,260,39,17,0,0,ebpf
18,ok,364,39,18,0,0,ebpf
19,ok,237,39,19,0,0,ebpf
20,ok,154,39,20,0,0,ebpf
21,ok,214,39,21,0,0,ebpf
22,ok,191,39,22,0,0,ebpf
23,ok,265,39,23,0,0,ebpf
24,ok,309,39,24,0,0,ebpf
25,ok,368,39,25,0,0,ebpf
26,ok,235,39,26,0,0,ebpf
27,ok,179,39,27,0,0,ebpf
28,ok,195,39,28,0,0,ebpf
29,ok,207,39,29,0,0,ebpf
30,ok,198,39,30,0,0,ebpf
31,ok,194,39,31,0,0,ebpf
32,ok,202,39,32,0,0,ebpf
33,ok,255,39,33,0,0,ebpf
34,ok,295,39,34,0,0,ebpf
35,ok,213,39,35,0,0,ebpf
36,ok,169,39,36,0,0,ebpf
37,ok,162,39,37,0,0,ebpf
38,ok,159,39,38,0,0,ebpf
39,ok,198,39,39,0,0,ebpf
40,ok,199,39,40,0,0,ebpf
41,ok,190,39,41,0,0,ebpf
42,ok,219,39,42,0,0,ebpf
43,ok,190,39,43,0,0,ebpf
44,ok,182,39,44,0,0,ebpf
45,ok,195,39,45,0,0,ebpf
46,ok,160,39,46,0,0,ebpf
47,ok,192,39,47,0,0,ebpf
48,ok,181,39,48,0,0,ebpf
49,ok,200,39,49,0,0,ebpf
50,ok,174,39,50,0,0,ebpf
51,ok,173,39,51,0,0,ebpf
52,ok,173,39,52,0,0,ebpf
53,ok,178,39,53,0,0,ebpf
54,ok,214,39,54,0,0,ebpf
55,ok,216,39,55,0,0,ebpf
56,ok,238,39,56,0,0,ebpf
57,ok,211,39,57,0,0,ebpf
58,ok,211,39,58,0,0,ebpf
59,ok,205,39,59,0,0,ebpf
60,ok,199,39,60,0,0,ebpf
61,ok,214,39,61,0,0,ebpf
62,ok,206,39,62,0,0,ebpf
63,ok,353,39,63,0,0,ebpf
64,ok,238,39,64,0,0,ebpf
65,ok,226,39,65,0,0,ebpf
66,ok,203,39,66,0,0,ebpf
67,ok,202,39,67,0,0,ebpf
68,ok,205,39,68,0,0,ebpf
69,ok,217,39,69,0,0,ebpf
70,ok,209,39,70,0,0,ebpf
71,ok,208,39,71,0,0,ebpf
72,ok,154,39,72,0,0,ebpf
73,ok,205,39,73,0,0,ebpf
74,ok,344,39,74,0,0,ebpf
75,ok,166,39,75,0,0,ebpf
76,ok,164,39,76,0,0,ebpf
77,ok,170,39,77,0,0,ebpf
78,ok,264,39,78,0,0,ebpf
79,ok,156,39,79,0,0,ebpf
80,ok,162,39,80,0,0,ebpf
81,ok,147,39,81,0,0,ebpf
82,ok,150,39,82,0,0,ebpf
83,ok,206,39,83,0,0,ebpf
84,ok,233,39,84,0,0,ebpf
85,ok,191,39,85,0,0,ebpf
86,ok,159,39,86,0,0,ebpf
87,ok,159,39,87,0,0,ebpf
88,ok,208,39,88,0,0,ebpf
89,ok,208,39,89,0,0,ebpf
90,ok,242,39,90,0,0,ebpf
91,ok,226,39,91,0,0,ebpf
92,ok,218,39,92,0,0,ebpf
93,ok,226,39,93,0,0,ebpf
94,ok,207,39,94,0,0,ebpf
95,ok,210,39,95,0,0,ebpf
96,ok,230,39,96,0,0,ebpf
97,ok,241,39,97,0,0,ebpf
98,ok,235,39,98,0,0,ebpf
99,ok,237,39,99,0,0,ebpf
100,ok,247,40,100,0,0,ebpf
101,ok,270,40,101,0,0,ebpf
102,ok,235,40,102,0,0,ebpf
103,ok,219,40,103,0,0,ebpf
104,ok,242,40,104,0,0,ebpf
105,ok,283,40,105,0,0,ebpf
106,ok,296,40,106,0,0,ebpf
107,ok,165,40,107,0,0,ebpf
108,ok,186,40,108,0,0,ebpf
109,ok,162,40,109,0,0,ebpf
110,ok,164,40,110,0,0,ebpf
111,ok,157,40,111,0,0,ebpf
