seq,status,latency_us,payload_bytes,leader_index,leader_retries,conflict_hints,quorum_source
1,ok,1094,38,1,0,0,userspace
2,ok,786,38,2,0,0,userspace
3,ok,654,38,3,0,0,userspace
4,ok,530,38,4,0,0,userspace
5,ok,558,38,5,0,0,userspace
6,ok,405,38,6,0,0,userspace
7,ok,500,38,7,0,0,userspace
8,ok,297,38,8,0,0,userspace
9,ok,378,38,9,0,0,userspace
10,ok,341,39,10,0,0,userspace
11,ok,360,39,11,0,0,userspace
12,ok,258,39,12,0,0,userspace
13,ok,232,39,13,0,0,userspace
14,ok,202,39,14,0,0,userspace
15,ok,260,39,15,0,0,userspace
16,ok,232,39,16,0,0,userspace
17,ok,199,39,17,0,0,userspace
18,ok,222,39,18,0,0,userspace
19,ok,230,39,19,0,0,userspace
20,ok,203,39,20,0,0,userspace
21,ok,200,39,21,0,0,userspace
22,ok,193,39,22,0,0,userspace
23,ok,378,39,23,0,0,userspace
24,ok,387,39,24,0,0,userspace
25,ok,276,39,25,0,0,userspace
26,ok,422,39,26,0,0,userspace
27,ok,429,39,27,0,0,userspace
28,ok,584,39,28,0,0,userspace
29,ok,488,39,29,0,0,userspace
30,ok,643,39,30,0,0,userspace
31,ok,551,39,31,0,0,userspace
32,ok,462,39,32,0,0,userspace
33,ok,284,39,33,0,0,userspace
34,ok,393,39,34,0,0,userspace
35,ok,216,39,35,0,0,userspace
36,ok,212,39,36,0,0,userspace
37,ok,212,39,37,0,0,userspace
38,ok,207,39,38,0,0,userspace
39,ok,203,39,39,0,0,userspace
40,ok,178,39,40,0,0,userspace
41,ok,202,39,41,0,0,userspace
42,ok,209,39,42,0,0,userspace
43,ok,203,39,43,0,0,userspace
44,ok,173,39,44,0,0,userspace
45,ok,203,39,45,0,0,userspace
46,ok,217,39,46,0,0,userspace
47,ok,205,39,47,0,0,userspace
48,ok,175,39,48,0,0,userspace
49,ok,166,39,49,0,0,userspace
50,ok,197,39,50,0,0,userspace
51,ok,212,39,51,0,0,userspace
52,ok,248,39,52,0,0,userspace
53,ok,206,39,53,0,0,userspace
54,ok,198,39,54,0,0,userspace
55,ok,209,39,55,0,0,userspace
56,ok,206,39,56,0,0,userspace
57,ok,177,39,57,0,0,userspace
58,ok,201,39,58,0,0,userspace
59,ok,201,39,59,0,0,userspace
60,ok,181,39,60,0,0,userspace
61,ok,203,39,61,0,0,userspace
62,ok,210,39,62,0,0,userspace
63,ok,180,39,63,0,0,userspace
64,ok,214,39,64,0,0,userspace
65,ok,209,39,65,0,0,userspace
66,ok,201,39,66,0,0,userspace
67,ok,200,39,67,0,0,userspace
68,ok,195,39,68,0,0,userspace
69,ok,203,39,69,0,0,userspace
70,ok,194,39,70,0,0,userspace
71,ok,191,39,71,0,0,userspace
72,ok,170,39,72,0,0,userspace
73,ok,170,39,73,0,0,userspace
74,ok,202,39,74,0,0,userspace
75,ok,198,39,75,0,0,userspace
76,ok,195,39,76,0,0,userspace
77,ok,194,39,77,0,0,userspace
78,ok,197,39,78,0,0,userspace
79,ok,248,39,79,0,0,userspace
80,ok,168,39,80,0,0,userspace
81,ok,167,39,81,0,0,userspace
82,ok,198,39,82,0,0,userspace
83,ok,193,39,83,0,0,userspace
84,ok,239,39,84,0,0,userspace
85,ok,195,39,85,0,0,userspace
86,ok,192,39,86,0,0,userspace
87,ok,194,39,87,0,0,userspace
88,ok,208,39,88,0,0,userspace
89,ok,195,39,89,0,0,userspace
90,ok,191,39,90,0,0,userspace
91,ok,191,39,91,0,0,userspace
92,ok,200,39,92,0,0,userspace
93,ok,198,39,93,0,0,userspace
94,ok,193,39,94,0,0,userspace
95,ok,191,39,95,0,0,userspace
96,ok,165,39,96,0,0,userspace
97,ok,162,39,97,0,0,userspace
98,ok,212,39,98,0,0,userspace
99,ok,191,39,99,0,0,userspace
100,ok,189,40,100,0,0,userspace
101,ok,189,40,101,0,0,userspace
102,ok,195,40,102,0,0,userspace
103,ok,196,40,103,0,0,userspace
104,ok,195,40,104,0,0,userspace
105,ok,192,40,105,0,0,userspace
106,ok,193,40,106,0,0,userspace
107,ok,194,40,107,0,0,userspace
108,ok,208,40,108,0,0,userspace
109,ok,198,40,109,0,0,userspace
110,ok,197,40,110,0,0,userspace
111,ok,166,40,111,0,0,userspace
112,ok,165,40,112,0,0,userspace
113,ok,201,40,113,0,0,userspace
114,ok,195,40,114,0,0,userspace
115,ok,196,40,115,0,0,userspace
116,ok,191,40,116,0,0,userspace
117,ok,192,40,117,0,0,userspace
118,ok,200,40,118,0,0,userspace
119,ok,194,40,119,0,0,userspace
120,ok,196,40,120,0,0,userspace
121,ok,166,40,121,0,0,userspace
122,ok,165,40,122,0,0,userspace
123,ok,200,40,123,0,0,userspace
124,ok,197,40,124,0,0,userspace
125,ok,200,40,125,0,0,userspace
126,ok,197,40,126,0,0,userspace
127,ok,195,40,127,0,0,userspace
128,ok,201,40,128,0,0,userspace
129,ok,196,40,129,0,0,userspace
130,ok,193,40,130,0,0,userspace
131,ok,167,40,131,0,0,userspace
132,ok,163,40,132,0,0,userspace
133,ok,198,40,133,0,0,userspace
134,ok,198,40,134,0,0,userspace
135,ok,194,40,135,0,0,userspace
136,ok,194,40,136,0,0,userspace
137,ok,192,40,137,0,0,userspace
138,ok,201,40,138,0,0,userspace
139,ok,199,40,139,0,0,userspace
140,ok,194,40,140,0,0,userspace
141,ok,172,40,141,0,0,userspace
142,ok,166,40,142,0,0,userspace
143,ok,202,40,143,0,0,userspace
144,ok,339,40,144,0,0,userspace
145,ok,278,40,145,0,0,userspace
146,ok,197,40,146,0,0,userspace
147,ok,234,40,147,0,0,userspace
148,ok,196,40,148,0,0,userspace
149,ok,196,40,149,0,0,userspace
150,ok,194,40,150,0,0,userspace
151,ok,197,40,151,0,0,userspace
152,ok,186,40,152,0,0,userspace
153,ok,196,40,153,0,0,userspace
154,ok,195,40,154,0,0,userspace
155,ok,194,40,155,0,0,userspace
156,ok,222,40,156,0,0,userspace
157,ok,196,40,157,0,0,userspace
158,ok,193,40,158,0,0,userspace
159,ok,195,40,159,0,0,userspace
160,ok,197,40,160,0,0,userspace
161,ok,204,40,161,0,0,userspace
162,ok,170,40,162,0,0,userspace
163,ok,165,40,163,0,0,userspace
164,ok,284,40,164,0,0,userspace
165,ok,265,40,165,0,0,userspace
166,ok,233,40,166,0,0,userspace
167,ok,240,40,167,0,0,userspace
168,ok,202,40,168,0,0,userspace
169,ok,199,40,169,0,0,userspace
170,ok,246,40,170,0,0,userspace
171,ok,199,40,171,0,0,userspace
172,ok,172,40,172,0,0,userspace
173,ok,163,40,173,0,0,userspace
174,ok,200,40,174,0,0,userspace
175,ok,199,40,175,0,0,userspace
176,ok,197,40,176,0,0,userspace
177,ok,198,40,177,0,0,userspace
178,ok,199,40,178,0,0,userspace
179,ok,208,40,179,0,0,userspace
180,ok,206,40,180,0,0,userspace
181,ok,199,40,181,0,0,userspace
182,ok,164,40,182,0,0,userspace
183,ok,160,40,183,0,0,userspace
184,ok,203,40,184,0,0,userspace
185,ok,201,40,185,0,0,userspace
186,ok,200,40,186,0,0,userspace
187,ok,175,40,187,0,0,userspace
188,ok,192,40,188,0,0,userspace
189,ok,217,40,189,0,0,userspace
190,ok,166,40,190,0,0,userspace
191,ok,167,40,191,0,0,userspace
192,ok,158,40,192,0,0,userspace
193,ok,188,40,193,0,0,userspace
194,ok,231,40,194,0,0,userspace
195,ok,193,40,195,0,0,userspace
196,ok,189,40,196,0,0,userspace
197,ok,184,40,197,0,0,userspace
198,ok,164,40,198,0,0,userspace
199,ok,212,40,199,0,0,userspace
200,ok,191,40,200,0,0,userspace
201,ok,165,40,201,0,0,userspace
202,ok,160,40,202,0,0,userspace
203,ok,184,40,203,0,0,userspace
204,ok,250,40,204,0,0,userspace
205,ok,210,40,205,0,0,userspace
206,ok,188,40,206,0,0,userspace
207,ok,190,40,207,0,0,userspace
208,ok,227,40,208,0,0,userspace
209,ok,188,40,209,0,0,userspace
210,ok,187,40,210,0,0,userspace
211,ok,187,40,211,0,0,userspace
212,ok,188,40,212,0,0,userspace
213,ok,228,40,213,0,0,userspace
214,ok,163,40,214,0,0,userspace
215,ok,163,40,215,0,0,userspace
216,ok,187,40,216,0,0,userspace
217,ok,186,40,217,0,0,userspace
218,ok,228,40,218,0,0,userspace
219,ok,193,40,219,0,0,userspace
220,ok,198,40,220,0,0,userspace
221,ok,191,40,221,0,0,userspace
222,ok,167,40,222,0,0,userspace
223,ok,233,40,223,0,0,userspace
224,ok,187,40,224,0,0,userspace
225,ok,163,40,225,0,0,userspace
226,ok,180,40,226,0,0,userspace
227,ok,185,40,227,0,0,userspace
228,ok,230,40,228,0,0,userspace
229,ok,189,40,229,0,0,userspace
