seq,status,latency_us,payload_bytes,leader_index,leader_retries,conflict_hints,quorum_source
1,ok,1014,38,1,0,0,ebpf
2,ok,582,38,2,0,0,ebpf
3,ok,572,38,3,0,0,ebpf
4,ok,508,38,4,0,0,ebpf
5,ok,725,38,5,0,0,ebpf
6,ok,507,38,6,0,0,ebpf
7,ok,492,38,7,0,0,ebpf
8,ok,560,38,8,0,0,ebpf
9,ok,645,38,9,0,0,ebpf
10,ok,502,39,10,0,0,ebpf
11,ok,483,39,11,0,0,ebpf
12,ok,430,39,12,0,0,ebpf
13,ok,392,39,13,0,0,ebpf
14,ok,339,39,14,0,0,ebpf
15,ok,274,39,15,0,0,ebpf
16,ok,162,39,16,0,0,ebpf
17,ok,221,39,17,0,0,ebpf
18,ok,202,39,18,0,0,ebpf
19,ok,200,39,19,0,0,ebpf
20,ok,201,39,20,0,0,ebpf
21,ok,222,39,21,0,0,ebpf
22,ok,218,39,22,0,0,ebpf
23,ok,219,39,23,0,0,ebpf
24,ok,162,39,24,0,0,ebpf
25,ok,194,39,25,0,0,ebpf
26,ok,207,39,26,0,0,ebpf
27,ok,288,39,27,0,0,ebpf
28,ok,254,39,28,0,0,ebpf
29,ok,165,39,29,0,0,ebpf
30,ok,276,39,30,0,0,ebpf
31,ok,423,39,31,0,0,ebpf
32,ok,313,39,32,0,0,ebpf
33,ok,247,39,33,0,0,ebpf
34,ok,174,39,34,0,0,ebpf
35,ok,211,39,35,0,0,ebpf
36,ok,175,39,36,0,0,ebpf
37,ok,180,39,37,0,0,ebpf
38,ok,170,39,38,0,0,ebpf
39,ok,172,39,39,0,0,ebpf
40,ok,192,39,40,0,0,ebpf
41,ok,242,39,41,0,0,ebpf
42,ok,162,39,42,0,0,ebpf
43,ok,163,39,43,0,0,ebpf
44,ok,219,39,44,0,0,ebpf
45,ok,180,39,45,0,0,ebpf
46,ok,188,39,46,0,0,ebpf
47,ok,178,39,47,0,0,ebpf
48,ok,173,39,48,0,0,ebpf
49,ok,178,39,49,0,0,ebpf
50,ok,173,39,50,0,0,ebpf
51,ok,162,39,51,0,0,ebpf
52,ok,164,39,52,0,0,ebpf
53,ok,182,39,53,0,0,ebpf
54,ok,177,39,54,0,0,ebpf
55,ok,170,39,55,0,0,ebpf
56,ok,167,39,56,0,0,ebpf
57,ok,194,39,57,0,0,ebpf
58,ok,168,39,58,0,0,ebpf
59,ok,168,39,59,0,0,ebpf
60,ok,169,39,60,0,0,ebpf
61,ok,164,39,61,0,0,ebpf
62,ok,168,39,62,0,0,ebpf
63,ok,163,39,63,0,0,ebpf
64,ok,160,39,64,0,0,ebpf
65,ok,171,39,65,0,0,ebpf
66,ok,159,39,66,0,0,ebpf
67,ok,155,39,67,0,0,ebpf
68,ok,223,39,68,0,0,ebpf
69,ok,171,39,69,0,0,ebpf
70,ok,161,39,70,0,0,ebpf
71,ok,158,39,71,0,0,ebpf
72,ok,161,39,72,0,0,ebpf
73,ok,181,39,73,0,0,ebpf
74,ok,237,39,74,0,0,ebpf
75,ok,298,39,75,0,0,ebpf
76,ok,208,39,76,0,0,ebpf
77,ok,227,39,77,0,0,ebpf
78,ok,226,39,78,0,0,ebpf
79,ok,220,39,79,0,0,ebpf
